티커,종목,ISIN,시장
000145,하이트진로홀딩스우,KR7000141002,STK
065650,하이퍼코퍼레이션,KR7065650004,KSQ
066130,하츠,KR7066130006,KSQ
004590,한국가구,KR7004590006,KSQ
036460,한국가스공사,KR7036460004,STK
039340,한국경제TV,KR7039340005,KSQ
005430,한국공항,KR7005430004,STK
071050,한국금융지주,KR7071050009,STK
071055,한국금융지주우,KR7071051007,STK
034950,한국기업평가,KR7034950006,KSQ
010040,한국내화,KR7010040004,STK
025540,한국단자,KR7025540006,STK
222980,한국맥널티,KR7222980005,KSQ
010100,한국무브넥스,KR7010100006,STK
331660,한국미라클피플사,KR7331660001,KNX
256840,한국비엔씨,KR7256840000,KSQ
219750,한국비티비,KR7219750007,KSQ
004090,한국석유,KR7004090007,STK
025550,한국선재,KR7025550005,KSQ
002200,한국수출포장,KR7002200004,STK
002960,한국쉘석유,KR7002960003,STK
017890,한국알콜,KR7017890005,KSQ
000240,한국앤컴퍼니,KR7000240002,STK
080720,한국유니온제약,KR7080720006,KSQ
123890,한국자산신탁,KR7123890006,STK
015760,한국전력,KR7015760002,STK
041460,한국전자인증,KR7041460007,KSQ
006200,한국전자홀딩스,KR7006200000,STK
101680,한국정밀기계,KR7101680007,KSQ
039740,한국정보공학,KR7039740006,KSQ
053300,한국정보인증,KR7053300000,KSQ
025770,한국정보통신,KR7025770009,KSQ
479880,한국제15호스팩,KR7479880007,KSQ
0164H0,한국제16호스팩,KR70164H0007,KSQ
027970,한국제지,KR7027970003,STK
023350,한국종합기술,KR7023350002,STK
025890,한국주강,KR7025890005,STK
000970,한국주철관,KR7000970004,STK
104700,한국철강,KR7104700000,STK
062970,한국첨단소재,KR7062970009,KSQ
017960,한국카본,KR7017960006,STK
023760,한국캐피탈,KR7023760002,KSQ
054040,한국컴퓨터,KR7054040001,KSQ
161890,한국콜마,KR7161890009,STK
021650,한국큐빅,KR7021650007,KSQ
161390,한국타이어앤테크놀로지,KR7161390000,STK
034830,한국토지신탁,KR7034830000,STK
007280,한국특강,KR7007280001,STK
032300,한국파마,KR7032300006,KSQ
037230,한국팩키지,KR7037230000,KSQ
448900,한국피아이엠,KR7448900001,KSQ
047810,한국항공우주,KR7047810007,STK
123690,한국화장품,KR7123690000,STK
003350,한국화장품제조,KR7003350006,STK
052600,한네트,KR7052600004,KSQ
011500,한농화성,KR7011500006,STK
002390,한독,KR7002390003,STK
256150,한독크린텍,KR7256150004,KSQ
092460,한라IMS,KR7092460005,KSQ
125490,한라캐스트,KR7125490003,KSQ
053690,한미글로벌,KR7053690004,STK
042700,한미반도체,KR7042700005,STK
008930,한미사이언스,KR7008930000,STK
128940,한미약품,KR7128940004,STK
452190,한빛레이저,KR7452190002,KSQ
047080,한빛소프트,KR7047080007,KSQ
009240,한샘,KR7009240003,STK
452280,한선엔지니어링,KR7452280001,KSQ
020000,한섬,KR7020000006,STK
003680,한성기업,KR7003680006,STK
066980,한성크린텍,KR7066980004,KSQ
105630,한세실업,KR7105630008,STK
069640,한세엠케이,KR7069640001,STK
016450,한세예스24홀딩스,KR7016450009,STK
009180,한솔로지스틱스,KR7009180001,STK
114810,한솔아이원스,KR7114810005,KSQ
213500,한솔제지,KR7213500002,STK
014680,한솔케미칼,KR7014680003,STK
004710,한솔테크닉스,KR7004710000,STK
004150,한솔홀딩스,KR7004150009,STK
025750,한솔홈데코,KR7025750001,STK
042520,한스바이오메드,KR7042520007,KSQ
004960,한신공영,KR7004960001,STK
011700,한신기계,KR7011700002,STK
430690,한싹,KR7430690008,KSQ
078350,한양디지텍,KR7078350006,KSQ
045100,한양이엔지,KR7045100005,KSQ
001750,한양증권,KR7001750009,STK
001755,한양증권우,KR7001751007,STK
018880,한온시스템,KR7018880005,STK
009420,한올바이오파마,KR7009420001,STK
320000,한울반도체,KR7320000003,KSQ
091440,한울소재과학,KR7091440008,KSQ
276730,한울앤제주,KR7276730009,KSQ
014130,한익스프레스,KR7014130009,STK
024740,한일단조,KR7024740003,KSQ
005860,한일사료,KR7005860002,KSQ
300720,한일시멘트,KR7300720000,STK
002220,한일철강,KR7002220002,STK
003300,한일홀딩스,KR7003300001,STK
007770,한일화학,KR7007770001,KSQ
051600,한전KPS,KR7051600005,STK
052690,한전기술,KR7052690005,STK
130660,한전산업,KR7130660004,STK
198940,한주라이트메탈,KR7198940009,KSQ
058450,한주에이알티,KR7058450008,KSQ
107640,한중엔시에스,KR7107640005,KSQ
002320,한진,KR7002320000,STK
003480,한진중공업홀딩스,KR7003480001,STK
180640,한진칼,KR7180640005,STK
18064K,한진칼우,KR718064K016,STK
005110,한창,KR7005110002,STK
079170,한창산업,KR7079170007,KSQ
009460,한창제지,KR7009460007,STK
030520,한컴,KR7030520001,KSQ
372910,한컴라이프케어,KR7372910000,STK
054920,한컴위드,KR7054920004,KSQ
457370,한켐,KR7457370005,KSQ
002680,한탑,KR7002680007,KSQ
098070,한텍,KR7098070006,KSQ
408470,한패스,KR7408470003,KSQ
000880,한화,KR7000880005,STK
00088K,한화3우B,KR700088K015,STK
452260,한화갤러리아,KR7452260003,STK
45226K,한화갤러리아우,KR745226K018,STK
451800,한화리츠,KR7451800007,STK
0220W0,한화머시너리앤서비스홀딩스,KR70220W0000,STK
0220WL,한화머시너리앤서비스홀딩스3우B,KR70220WK021,STK
489790,한화비전,KR7489790006,STK
088350,한화생명,KR7088350004,STK
000370,한화손해보험,KR7000370007,STK
009830,한화솔루션,KR7009830001,STK
009835,한화솔루션우,KR7009831009,STK
272210,한화시스템,KR7272210006,STK
012450,한화에어로스페이스,KR7012450003,STK
082740,한화엔진,KR7082740002,STK
042660,한화오션,KR7042660001,STK
003530,한화투자증권,KR7003530003,STK
003535,한화투자증권우,KR7003531001,STK
498390,한화플러스제5호스팩,KR7498390004,KSQ
195870,해성디에스,KR7195870001,STK
034810,해성산업,KR7034810002,KSQ
03481K,해성산업1우,KR703481K019,KSQ
059270,해성에어로보틱스,KR7059270009,KSQ
076610,해성옵틱스,KR7076610005,KSQ
0155E0,해치텍,KR70155E0001,KSQ
101530,해태제과식품,KR7101530004,STK
143210,핸즈코퍼레이션,KR7143210003,STK
900270,헝셩그룹,HK0000214814,KSQ
214180,헥토이노베이션,KR7214180002,KSQ
234340,헥토파이낸셜,KR7234340008,KSQ
084990,헬릭스미스,KR7084990001,KSQ
000720,현대건설,KR7000720003,STK
000725,현대건설우,KR7000721001,STK
170030,현대공업,KR7170030001,KSQ
453340,현대그린푸드,KR7453340002,STK
086280,현대글로비스,KR7086280005,STK
064350,현대로템,KR7064350002,STK
079430,현대리바트,KR7079430005,STK
012330,현대모비스,KR7012330007,STK
319400,현대무벡스,KR7319400008,KSQ
048410,현대바이오,KR7048410005,KSQ
052260,현대바이오랜드,KR7052260007,KSQ
069960,현대백화점,KR7069960003,STK
004560,현대비앤지스틸,KR7004560009,STK
016790,현대사료,KR7016790008,KSQ
004310,현대약품,KR7004310009,STK
041440,현대에버다임,KR7041440009,KSQ
039010,현대에이치티,KR7039010004,KSQ
017800,현대엘리베이터,KR7017800004,STK
307950,현대오토에버,KR7307950006,STK
011210,현대위아,KR7011210002,STK
090850,현대이지웰,KR7090850009,KSQ
004020,현대제철,KR7004020004,STK
005440,현대지에프홀딩스,KR7005440003,STK
005380,현대차,KR7005380001,STK
005387,현대차2우B,KR7005382007,STK
005389,현대차3우B,KR7005383005,STK
005385,현대차우,KR7005381009,STK
001500,현대차증권,KR7001500008,STK
011760,현대코퍼레이션,KR7011760006,STK
227840,현대코퍼레이션홀딩스,KR7227840006,STK
126560,현대퓨처넷,KR7126560002,STK
001450,현대해상,KR7001450006,STK
460930,현대힘스,KR7460930001,KSQ
092300,현우산업,KR7092300003,KSQ
011080,형지I&C,KR7011080009,KSQ
308100,형지글로벌,KR7308100007,KSQ
093240,형지엘리트,KR7093240000,STK
003010,혜인,KR7003010006,STK
111110,호전실업,KR7111110003,STK
008770,호텔신라,KR7008770000,STK
008775,호텔신라우,KR7008771008,STK
064240,홈캐스트,KR7064240005,KSQ
039610,화성밸브,KR7039610001,KSQ
378850,화승알앤에이,KR7378850002,STK
241590,화승엔터프라이즈,KR7241590009,STK
006060,화승인더,KR7006060008,STK
013520,화승코퍼레이션,KR7013520002,STK
010690,화신,KR7010690006,STK
126640,화신정공,KR7126640002,KSQ
133820,화인베스틸,KR7133820001,STK
127980,화인써키트,KR7127980001,KSQ
061250,화일약품,KR7061250007,KSQ
010660,화천기계,KR7010660009,STK
000850,화천기공,KR7000850008,STK
016580,환인제약,KR7016580003,STK
032560,황금에스티,KR7032560005,STK
004800,효성,KR7004800009,STK
094280,효성ITX,KR7094280005,STK
097870,효성오앤비,KR7097870000,KSQ
298040,효성중공업,KR7298040007,STK
298020,효성티앤씨,KR7298020009,STK
298000,효성화학,KR7298000001,STK
093370,후성,KR7093370005,STK
290270,휴네시온,KR7290270008,KSQ
005870,휴니드,KR7005870001,STK
353190,휴럼,KR7353190002,KSQ
090710,휴림로봇,KR7090710005,KSQ
078590,휴림에이텍,KR7078590007,KSQ
205470,휴마시스,KR7205470008,KSQ
115160,휴맥스,KR7115160004,KSQ
028080,휴맥스홀딩스,KR7028080000,KSQ
200670,휴메딕스,KR7200670008,KSQ
079980,휴비스,KR7079980009,STK
065510,휴비츠,KR7065510000,KSQ
005010,휴스틸,KR7005010004,STK
263920,휴엠앤씨,KR7263920001,KSQ
243070,휴온스,KR7243070000,KSQ
084110,휴온스글로벌,KR7084110006,KSQ
145020,휴젤,KR7145020004,KSQ
024060,흥구석유,KR7024060006,KSQ
010240,흥국,KR7010240000,KSQ
189980,흥국에프엔비,KR7189980006,KSQ
000540,흥국화재,KR7000540005,STK
000545,흥국화재우,KR7000541003,STK
003280,흥아해운,KR7003280005,STK
037440,희림,KR7037440005,KSQ
238490,힘스,KR7238490007,KSQ
